"State","Month","Year","Dayweek","Time","Crash_Type","Bus_Involvement","Heavy_Rigid_Truck_Involvement","Articulated_Truck_Involvement","Speed_Limit","Road_User","Gender","Age","National_Remoteness_Areas_2021","SA4_Name_2021","National_LGA_Name_2021","National_Road_Type","Christmas_Period","Easter_Period","Crash_ID"
"ACT","5","2016","Wednesday","17:00:00","Multiple","No","No","No","40","Driver","Female","93","Major Cities of Australia","Australian Capital Territory","Unincorporated ACT","Local Road","No","No","8201605040003"
"QLD","2","2022","Friday","22:00:00","Single","No","No","No","50","Pedestrian","Female","12","Inner Regional Australia","Central Queensland","Gladstone","Local Road","No","No","8813590640810792907"
"SA","7","2023","Friday","15:35:00","Multiple","Yes","No","No","50","Pedestrian","Male","28","Outer Regional Australia","South Australia - Outback","Port Augusta","Local Road","No","No","7688634682067215378"
"NSW","11","2022","Sunday","16:41:00","Single","No","No","No","50","Passenger","Male","18","Major Cities of Australia","Sydney - North Sydney and Hornsby","North Sydney","Local Road","No","No","120221304907"
"WA","3","2023","Wednesday","10:34:00","Single","No","Yes","No","110","Driver","Male","38","Inner Regional Australia","Mandurah","Murray","National or State Highway","No","No","8248756040243272821"
"NSW","12","2019","Thursday","04:51:00","Multiple","No","No","No","80","Pedal cyclist","Male","40","Major Cities of Australia","Sydney - Outer West and Blue Mountains","Hawkesbury","Arterial Road","No","No","120191219962"
"VIC","5","2021","Saturday","08:38:00","Single","No","No","No","100","Driver","Male","37","Inner Regional Australia","Ballarat","Moorabool","Arterial Road","No","No","7414596864602446982"
"NSW","12","2022","Friday","23:45:00","Multiple","No","No","No","60","Pedestrian","Male","40","Major Cities of Australia","Sydney - City and Inner South","Sydney","National or State Highway","No","No","120221306110"
"QLD","2","2025","Monday","12:00:00","Single","No","No","No","80","Driver","Male","62","Major Cities of Australia","Logan - Beaudesert","Logan","Local Road","No","No","826666514620554132"
"NSW","1","2024","Wednesday","08:10:00","Single","No","No","No","100","Driver","Female","90","Outer Regional Australia","Capital Region","Hilltops","Sub-arterial Road","No","No","6125837002665237483"
"WA","4","2023","Sunday","19:12:00","Single","No","No","No","60","Pedestrian","Male","27","Inner Regional Australia","Perth - North West","Wanneroo","Arterial Road","No","No","4900114621127606981"
"NT","5","2024","Wednesday","23:45:00","Multiple","No","No","No","50","Pedestrian","Male","42","Outer Regional Australia","Darwin","Darwin","Sub-arterial Road","No","No","2124295016574925916"
"SA","10","2016","Monday","23:50:00","Multiple","Yes","No","No","60","Driver","Female","52","Major Cities of Australia","Adelaide - South","Onkaparinga","National or State Highway","No","No","4201610240062"
"QLD","3","2019","Thursday","12:00:00","Single","No","No","No","60","Pedestrian","Female","89","Major Cities of Australia","Sunshine Coast","Noosa","Sub-arterial Road","No","No","320190568178"
"NSW","8","2017","Tuesday","09:00:00","Multiple","No","No","Yes","100","Driver","Female","49","Inner Regional Australia","Central West","Bathurst Regional","National or State Highway","No","No","120171144796"
"WA","7","2022","Monday","22:00:00","Multiple","No","No","Yes","110","Driver","Male","56","Very Remote Australia","Western Australia - Outback (South)","Meekatharra","National or State Highway","No","No","2440057641823846553"
"NSW","10","2020","Thursday","18:00:00","Single","No","No","No","110","Driver","Male","56","Remote Australia","Murray","Hay","National or State Highway","No","No","120201244402"
"SA","1","2019","Wednesday","10:40:00","Single","No","No","Yes","50","Pedestrian","Male","72","Major Cities of Australia","Adelaide - West","Port Adelaide Enfield","Arterial Road","No","No","520191900013425"
"QLD","8","2020","Sunday","10:00:00","Multiple","No","No","No","80","Pedal cyclist","Female","55","Major Cities of Australia","Moreton Bay - North","Moreton Bay","Local Road","No","No","320201719983"
"VIC","1","2026","Tuesday","10:15:00","Multiple","No","No","No","100","Passenger","Male","35","Inner Regional Australia","Warrnambool and South West","Colac Otway","Access road","No","No","8500672838583743810"
"QLD","4","2022","Sunday","08:00:00","Single","No","No","No","80","Motorcycle rider","Male","74","Inner Regional Australia","Darling Downs - Maranoa","Toowoomba","Sub-arterial Road","No","No","9053307736970412146"
"QLD","7","2020","Saturday","12:00:00","Multiple","No","No","No","80","Passenger","Male","20","Major Cities of Australia","Gold Coast","Gold Coast","Sub-arterial Road","No","No","320201539295"
"WA","11","2017","Saturday","06:10:00","Single","No","No","No","110","Driver","Male","43","Inner Regional Australia","Bunbury","Augusta Margaret River","Local Road","No","No","5201711250130"
"TAS","1","2021","Wednesday","22:55:00","Multiple","No","Yes","No","50","Pedal cyclist","Male","4","Inner Regional Australia","Launceston and North East","Launceston","Local Road","No","No","8097281629293314379"
"WA","6","2019","Sunday","12:55:00","Single","No","No","No","100","Motorcycle rider","Male","21","Inner Regional Australia","Mandurah","Murray","Local Road","No","No","4201913977"
"VIC","9","2017","Thursday","16:40:00","Single","Yes","No","No","60","Pedestrian","Male","67","Major Cities of Australia","Melbourne - Inner South","Kingston (Vic.)","Arterial Road","No","No","6147592492151835015"
"NSW","10","2018","Sunday","00:50:00","Single","No","No","No","100","Passenger","Male","27","Outer Regional Australia","New England and North West","Narrabri","Sub-arterial Road","No","No","120181184078"
"VIC","8","2025","Friday","18:42:00","Single","No","No","No","100","Driver","Male","30","Inner Regional Australia","Bendigo","Greater Bendigo","Arterial Road","No","No","5259785811322880837"
"QLD","9","2019","Tuesday","16:00:00","Multiple","No","No","No","100","Passenger","Female","74","Outer Regional Australia","Townsville","Hinchinbrook","National or State Highway","No","No","320191865583"
"VIC","4","2019","Sunday","13:00:00","Single","No","No","No","60","Pedestrian","Male","91","Major Cities of Australia","Melbourne - South East","Greater Dandenong","Arterial Road","No","No","5167679519920776116"
"TAS","10","2020","Friday","12:50:00","Multiple","No","No","No","110","Passenger","Female","15","Outer Regional Australia","Launceston and North East","Northern Midlands","National or State Highway","No","No","620202246"
"VIC","12","2023","Thursday","07:21:00","Multiple","No","No","No","80","Motorcycle rider","Male","65","Major Cities of Australia","Melbourne - Outer East","Knox","Arterial Road","No","No","5676042149732497310"
"VIC","7","2022","Tuesday","10:40:00","Multiple","No","Yes","No","100","Pedestrian","Male","55","Inner Regional Australia","Latrobe - Gippsland","Wellington","Local Road","No","No","391325368628914028"
"QLD","8","2019","Friday","03:00:00","Single","No","No","No","100","Driver","Male","35","Inner Regional Australia","Ipswich","Somerset","Sub-arterial Road","No","No","320191484647"
"QLD","1","2026","Monday","20:00:00","Single","No","No","No","60","Pedestrian","Female","69","Outer Regional Australia","Townsville","Townsville","Local Road","No","No","8910622850590259129"
"SA","9","2025","Monday","07:08:00","Single","No","No","No","50","Pedestrian","Male","76","Inner Regional Australia","Adelaide - Central and Hills","Adelaide Hills","Local Road","No","No","769168552700186381"
"QLD","2","2017","Tuesday","16:00:00","Multiple","Yes","No","No","80","Driver","Male","82","Major Cities of Australia","Brisbane - East","Redland","Local Road","No","No","320170329765"
"VIC","1","2017","Saturday","00:35:00","Single","No","No","No","60","Passenger","Male","19","Major Cities of Australia","Melbourne - Outer East","Yarra Ranges","Sub-arterial Road","No","No","3194959164543925017"
"SA","7","2025","Wednesday","17:30:00","Multiple","No","No","No","110","Motorcycle rider","Male","36","Inner Regional Australia","Adelaide - North","Adelaide Plains","National or State Highway","No","No","1737989179724585022"
"NSW","8","2015","Saturday","20:57:00","Multiple","No","No","No","50","Driver","Male","14","Major Cities of Australia","Sydney - Outer West and Blue Mountains","Penrith","Collector Road","No","No","120151076565"
"SA","7","2017","Wednesday","13:45:00","Multiple","No","No","Yes","80","Driver","Male","21","Inner Regional Australia","South Australia - South East","Murray Bridge","National or State Highway","No","No","520171700080129"
"NSW","9","2019","Tuesday","06:15:00","Single","No","No","No","110","Driver","Male","43","Very Remote Australia","Far West and Orana","Bogan","National or State Highway","No","No","120191212091"
"NSW","11","2024","Wednesday","21:50:00","Multiple","No","No","No","100","Driver","Male","27","Outer Regional Australia","New England and North West","Moree Plains","National or State Highway","No","No","8493977877989725191"
"WA","6","2019","Thursday","06:20:00","Single","No","No","No","110","Driver","Male","46","Outer Regional Australia","Western Australia - Wheat Belt","Broomehill-Tambellup","Local Road","No","No","4201913979"
"VIC","6","2017","Tuesday","15:35:00","Multiple","Yes","No","No","100","Passenger","Female","80","Inner Regional Australia","Shepparton","Greater Shepparton","Sub-arterial Road","No","No","6730787400749791347"
"SA","5","2025","Monday","17:23:00","Single","No","No","No","80","Driver","Male","68","Inner Regional Australia","Adelaide - Central and Hills","Mount Barker","Collector Road","No","No","7598029545571745324"
"QLD","6","2025","Saturday","11:00:00","Single","No","No","No","100","Motorcycle rider","Male","22","Inner Regional Australia","Darling Downs - Maranoa","Toowoomba","Collector Road","No","No","3577915851728277505"
"SA","11","2024","Monday","12:12:00","Multiple","No","No","Yes","100","Passenger","Female","64","Inner Regional Australia","South Australia - South East","Yankalilla","Arterial Road","No","No","3857021685005427815"
"QLD","6","2021","Wednesday","00:00:00","Multiple","No","No","No","100","Driver","Female","26","Outer Regional Australia","Townsville","Townsville","National or State Highway","No","No","320211142792"
"VIC","8","2018","Friday","15:05:00","Multiple","No","No","No","100","Driver","Female","32","Inner Regional Australia","Shepparton","Campaspe","Sub-arterial Road","No","No","9175391153186770880"
"NSW","3","2025","Sunday","16:00:00","Multiple","No","No","Yes","110","Passenger","Male","41","Remote Australia","Far West and Orana","Unincorporated NSW","National or State Highway","No","No","1278119766344666562"
"VIC","2","2018","Wednesday","08:35:00","Single","No","No","No","100","Passenger","Female","15","Inner Regional Australia","Melbourne - South East","Cardinia","Local Road","No","No","6611666000100678685"
"NSW","2","2016","Saturday","02:50:00","Single","No","No","No","100","Passenger","Female","22","Outer Regional Australia","Murray","Murray River","Arterial Road","No","No","120161092476"
"VIC","1","2018","Saturday","10:14:00","Single","No","No","No","100","Motorcycle rider","Male","60","Inner Regional Australia","Latrobe - Gippsland","South Gippsland","Sub-arterial Road","No","No","2646224320776183321"
"VIC","3","2021","Saturday","18:32:00","Single","No","No","No","70","Passenger","Female","14","Major Cities of Australia","Melbourne - West","Wyndham","Local Road","No","No","8101393754459681490"
"TAS","2","2022","Thursday","15:56:00","Single","No","No","No","80","Motorcycle rider","Male","28","Inner Regional Australia","Hobart","Glenorchy","National or State Highway","No","No","6037167803501455615"
"QLD","5","2017","Saturday","01:00:00","Single","No","No","No","80","Pedestrian","Male","19","Major Cities of Australia","Moreton Bay - North","Moreton Bay","Sub-arterial Road","No","No","320170918840"
"NSW","2","2018","Monday","18:27:00","Single","No","No","No","80","Driver","Male","32","Inner Regional Australia","Central Coast","Central Coast (NSW)","Arterial Road","No","No","120181161279"
"VIC","3","2015","Sunday","21:20:00","Single","No","No","No","100","Motorcycle rider","Male","47","Major Cities of Australia","Melbourne - Inner South","Stonnington","National or State Highway","No","No","2201503010040"
"WA","5","2022","Tuesday","06:50:00","Multiple","No","Yes","Yes","80","Driver","Male","49","Major Cities of Australia","Perth - North East","Swan","Local Road","No","No","4451854491572647044"
"QLD","11","2022","Saturday","01:00:00","Unknown","No","No","No","50","Pedestrian","Male","30","Remote Australia","Queensland - Outback","Mount Isa","Local Road","No","No","1679431399191699761"
"SA","9","2023","Friday","07:29:00","Multiple","No","No","No","50","Driver","Male","73","Major Cities of Australia","Adelaide - West","Port Adelaide Enfield","Collector Road","No","No","2151805544065227785"
"QLD","1","2018","Tuesday","16:00:00","Multiple","No","No","Yes","100","Driver","Male","27","Outer Regional Australia","Wide Bay","South Burnett","National or State Highway","Yes","No","320180012588"
"NSW","10","2022","Sunday","13:00:00","Single","No","No","No","100","Motorcycle rider","Male","66","Remote Australia","Murray","Balranald","Local Road","No","No","120221302776"
"WA","9","2017","Wednesday","17:15:00","Single","No","No","No","70","Driver","Male","56","Major Cities of Australia","Perth - South West","Rockingham","National or State Highway","No","No","5201709200102"
